Doctor_Name,specialization,avg_rate,clinic_location,Category,general_location,Unnamed: 0,latitude_exact,longitude_exact,latitude_general,longitude_general,latitude,longitude
Yasmin El-Mahdy,Gynecologist,4.5,"El-Haram , Khofo street - El kom El Akhdar - Haram",Urinary and Reproductive,"El-Haram , Khofo street - El kom El Akhdar - Haram",,,,,,,
Nour Hassan,Urologist,4.5,"Heliopolis , el sawra",Urinary and Reproductive,"Heliopolis , el sawra",,,,,,,
Salma El-Sherbiny,Pediatrician,5.0,"Victoria , El Galaa St.",Others,"Victoria , El Galaa St.",,,,,,,
Hassan Khalil,Psychiatrist,4.0,"Heliopolis , Mostafa Refaat",Neurological and Psychiatric,"Heliopolis , Mostafa Refaat",,,,,,,
Mohamed El-Naggar,Vascular Surgeon,4.5,"El-Manyal , El Manyal",Musculoskeletal,"El-Manyal , El Manyal",,,,,,,
Youssef Ibrahim,Orthopedist,4.5,"Victoria , El Galaa St.",Musculoskeletal,"Victoria , El Galaa St.",,,,,,,
Firas Shalaby,Vascular Surgeon,4.5,"Tanta , El Gaish st",Musculoskeletal,"Tanta , El Gaish st",,,,,,,
Sami Gaber,General Surgeon,4.5,"New Cairo , Corner mall In front of El Rehab",Musculoskeletal,"New Cairo , Corner mall In front of El Rehab",,,,,,,
Sami El-Shennawy,Dermatologist,4.5,"El-Maadi ,  El Horya Square",Skin,"El-Maadi ,  El Horya Square",,,,,,,
Noha Khalil,Pulmonologist,4.5,"El-Matareya , Beet El Ezz 2 building - Matareya square - Building A - Third floor",Respiratory,"El-Matareya , Beet El Ezz 2 building - Matareya square - Building A - Third floor",,,,,,,
Omar Gaber,Internist,4.5,"6th of October , Safa Clinics, Magda Square, Beside Resala, 6th October",Others,"6th of October , Safa Clinics, Magda Square, Beside Resala, 6th October",,,,,,,
Laila El-Sayed,Phoniatrician,4.0,"Tanta , Elnahas cross kafr essam","Eye, Ear and Nose","Tanta , Elnahas cross kafr essam",,,,,,,
Omar Nasser,Orthopedist,4.5,"Nasr City , 11 rabea buldings , behind tom & Bassal , 2nd floor",Musculoskeletal,"Nasr City , 11 rabea buldings , behind tom & Bassal , 2nd floor",,,,,,,
Heba El-Sherif,Gynecologist,4.5,"Miamy , Gamal AbdelNasser st",Urinary and Reproductive,"Miamy , Gamal AbdelNasser st",,,,,,,
Hani El-Kassas,Urologist,4.0,"El-Mohandessin ,  shehab street",Urinary and Reproductive,"El-Mohandessin ,  shehab street",,,,,,,
Zein Hussein,Hepatologist,4.0,"El-Dokki , altahrir",Gastrointestinal and Liver,"El-Dokki , altahrir",,,,,,,
Salim Nasser,Gynecologist,4.5,"El-Mansoura , abbasi street",Urinary and Reproductive,"El-Mansoura , abbasi street",,,,,,,
Rania Khalil,Internist,4.0,Faisal,Others,Faisal,75.0,30.0978834,32.4856496,30.0978834,32.4856496,30.0978834,32.4856496
Nour Fathy,Ophthalmologist,5.0,"Faisal , 27elshahid Ahmad Hamdy","Eye, Ear and Nose","Faisal , 27elshahid Ahmad Hamdy",,,,,,,
